timestamp,percent_coverage,total_delay,count_pending
2001-12-15 03:19:13.257460,0.8823529411764706,0 days,0
2001-12-15 03:23:05.736340,0.8235294117647058,0 days,0
2001-12-15 03:25:40.257460,0.8235294117647058,0 days,0
2001-12-15 03:27:31.736340,0.8235294117647058,0 days,0
2001-12-15 03:35:23.257460,0.8235294117647058,0 days,0
2001-12-15 03:36:11.736340,0.8235294117647058,0 days,0
2001-12-15 03:36:22.586775,0.7647058823529411,0 days,0
2001-12-15 03:38:01.257460,0.7647058823529411,0 days,0
2001-12-15 03:46:07.586775,0.7647058823529411,0 days,0
2001-12-15 03:46:43.257460,0.7647058823529411,0 days,0
2001-12-15 03:54:25.586775,0.7647058823529411,0 days,0
2001-12-15 03:56:44.736340,0.7647058823529411,0 days,0
2001-12-15 04:02:05.257460,0.8823529411764706,0 days,0
2001-12-15 04:02:22.736340,0.8823529411764706,0 days,0
2001-12-15 04:13:43.176572,0.8823529411764706,0 days,0
2001-12-15 04:18:05.586775,0.8823529411764706,0 days,0
2001-12-15 04:22:16.286029,0.7647058823529411,0 days,0
2001-12-15 04:24:49.586775,0.7647058823529411,0 days,0
2001-12-15 04:29:00.736340,0.8235294117647058,0 days,0
2001-12-15 04:30:26.618336,0.7058823529411765,0 days,0
2001-12-15 04:31:54.176572,0.7058823529411765,0 days,0
2001-12-15 04:33:11.638819,0.5882352941176471,0 days,0
2001-12-15 04:39:38.638819,0.5882352941176471,0 days,0
2001-12-15 04:40:27.286029,0.5882352941176471,0 days,0
2001-12-15 04:41:31.176572,0.5882352941176471,0 days,0
2001-12-15 04:45:52.286029,0.5882352941176471,0 days,0
2001-12-15 04:49:35.638819,0.5882352941176471,0 days,0
2001-12-15 04:49:40.618336,0.5882352941176471,0 days,0
2001-12-15 04:56:16.586775,0.7647058823529411,0 days,0
2001-12-15 04:56:26.618336,0.7647058823529411,0 days,0
2001-12-15 04:58:24.776557,0.5882352941176471,0 days,0
2001-12-15 05:03:42.176572,0.5882352941176471,0 days,0
2001-12-15 05:03:52.638819,0.5882352941176471,0 days,0
2001-12-15 05:08:09.776557,0.5882352941176471,0 days,0
2001-12-15 05:09:32.286029,0.5882352941176471,0 days,0
2001-12-15 05:10:24.176572,0.5882352941176471,0 days,0
2001-12-15 05:10:41.421022,0.47058823529411764,0 days,0
2001-12-15 05:12:32.638819,0.47058823529411764,0 days,0
2001-12-15 05:15:59.286029,0.47058823529411764,0 days,0
2001-12-15 05:16:06.776557,0.47058823529411764,0 days,0
2001-12-15 05:19:01.550957,0.4117647058823529,0 days,0
2001-12-15 05:20:06.618336,0.4117647058823529,0 days,0
2001-12-15 05:22:41.421022,0.4117647058823529,0 days,0
2001-12-15 05:26:36.618336,0.4117647058823529,0 days,0
2001-12-15 05:27:54.638819,0.5294117647058824,0 days,0
2001-12-15 05:30:49.272115,0.47058823529411764,0 days,0
2001-12-15 05:31:44.550957,0.47058823529411764,0 days,0
2001-12-15 05:32:21.421022,0.47058823529411764,0 days,0
2001-12-15 05:38:17.776557,0.47058823529411764,0 days,0
2001-12-15 05:41:08.550957,0.47058823529411764,0 days,0
2001-12-15 05:41:51.176572,0.6470588235294118,0 days,0
2001-12-15 05:42:36.077952,0.47058823529411764,0 days,0
2001-12-15 05:43:54.776557,0.47058823529411764,0 days,0
2001-12-15 05:45:43.077952,0.47058823529411764,0 days,0
2001-12-15 05:47:26.286029,0.6470588235294118,0 days,0
2001-12-15 05:48:53.618336,0.8235294117647058,0 days,0
2001-12-15 05:51:22.272115,0.8235294117647058,0 days,0
2001-12-15 05:54:34.187004,0.7647058823529411,0 days,0
2001-12-15 05:54:59.077952,0.7647058823529411,0 days,0
2001-12-15 05:55:25.187004,0.7647058823529411,0 days,0
2001-12-15 05:56:01.421022,0.7647058823529411,0 days,0
2001-12-15 05:58:57.272115,0.7647058823529411,0 days,0
2001-12-15 05:59:48.550957,0.7647058823529411,0 days,0
2001-12-15 06:01:12.421022,0.7647058823529411,0 days,0
2001-12-15 06:04:26.187004,0.7647058823529411,0 days,0
2001-12-15 06:09:14.550957,0.7647058823529411,0 days,0
2001-12-15 06:15:08.245968,0.7058823529411765,0 days,0
2001-12-15 06:15:21.776557,0.7647058823529411,0 days,0
2001-12-15 06:18:39.077952,0.7647058823529411,0 days,0
2001-12-15 06:21:08.272115,0.7647058823529411,0 days,0
2001-12-15 06:22:58.430786,0.7058823529411765,0 days,0
2001-12-15 06:24:23.245968,0.7058823529411765,0 days,0
2001-12-15 06:25:32.077952,0.7058823529411765,0 days,0
2001-12-15 06:26:07.550957,0.7058823529411765,0 days,0
2001-12-15 06:28:59.272115,0.7058823529411765,0 days,0
2001-12-15 06:29:24.245968,0.7058823529411765,0 days,0
2001-12-15 06:31:33.421022,0.7647058823529411,0 days,0
2001-12-15 06:32:43.430786,0.7647058823529411,0 days,0
2001-12-15 06:39:37.722004,0.6470588235294118,0 days,0
2001-12-15 06:41:07.430786,0.6470588235294118,0 days,0
2001-12-15 06:42:15.722004,0.6470588235294118,0 days,0
2001-12-15 06:43:03.187004,0.6470588235294118,0 days,0
2001-12-15 06:49:15.187004,0.6470588235294118,0 days,0
2001-12-15 06:52:04.722004,0.6470588235294118,0 days,0
2001-12-15 06:52:05.610375,0.6470588235294118,0 days,0
2001-12-15 06:55:37.272115,0.7058823529411765,0 days,0
2001-12-15 06:56:06.423765,0.5882352941176471,0 days,0
2001-12-15 06:56:59.077952,0.7058823529411765,0 days,0
2001-12-15 06:57:10.245968,0.7058823529411765,0 days,0
2001-12-15 06:59:00.107290,0.6470588235294118,0 days,0
2001-12-15 07:00:35.610375,0.6470588235294118,0 days,0
2001-12-15 07:02:22.245968,0.6470588235294118,0 days,0
2001-12-15 07:04:47.430786,0.6470588235294118,0 days,0
2001-12-15 07:06:21.722004,0.6470588235294118,0 days,0
2001-12-15 07:07:19.610375,0.6470588235294118,0 days,0
2001-12-15 07:08:16.107290,0.6470588235294118,0 days,0
2001-12-15 07:11:12.110611,0.47058823529411764,0 days,0
2001-12-15 07:13:25.430786,0.47058823529411764,0 days,0
2001-12-15 07:14:17.423765,0.47058823529411764,0 days,0
2001-12-15 07:14:17.722004,0.47058823529411764,0 days,0
2001-12-15 07:16:05.107290,0.47058823529411764,0 days,0
2001-12-15 07:19:52.423765,0.47058823529411764,0 days,0
2001-12-15 07:20:23.110611,0.47058823529411764,0 days,0
2001-12-15 07:27:09.610375,0.47058823529411764,0 days,0
2001-12-15 07:28:24.110611,0.47058823529411764,0 days,0
2001-12-15 07:28:34.722004,0.5882352941176471,0 days,0
2001-12-15 07:31:25.245968,0.6470588235294118,0 days,0
2001-12-15 07:33:37.187004,0.7058823529411765,0 days,0
2001-12-15 07:35:42.610375,0.7058823529411765,0 days,0
2001-12-15 07:36:38.107290,0.7058823529411765,0 days,0
2001-12-15 07:42:03.423765,0.7058823529411765,0 days,0
2001-12-15 07:44:13.107290,0.7058823529411765,0 days,0
2001-12-15 07:44:52.430786,0.8235294117647058,0 days,0
2001-12-15 07:47:54.423765,0.8235294117647058,0 days,0
2001-12-15 07:50:35.110611,0.8235294117647058,0 days,0
2001-12-15 07:52:35.610375,0.8235294117647058,0 days,0
2001-12-15 07:58:26.110611,0.8235294117647058,0 days,0
2001-12-15 08:14:34.107290,0.9411764705882353,0 days,0
2001-12-15 08:19:21.423765,1.0,0 days,0
2001-12-15 08:29:53.110611,1.0,0 days,0
